"satis","country","age","age2"
7,"Indonesia",50,2500
8,"Indonesia",48,2304
5,"Indonesia",42,1764
6,"Indonesia",40,1600
6,"Indonesia",40,1600
5,"Indonesia",59,3481
6,"Indonesia",31,961
5,"Indonesia",35,1225
6,"Indonesia",32,1024
7,"Indonesia",40,1600
7,"Indonesia",26,676
8,"Indonesia",30,900
7,"Indonesia",52,2704
5,"Indonesia",34,1156
6,"Indonesia",30,900
8,"Indonesia",36,1296
7,"Indonesia",28,784
6,"Indonesia",39,1521
7,"Indonesia",27,729
4,"Indonesia",35,1225
6,"Indonesia",33,1089
7,"Indonesia",61,3721
4,"Indonesia",35,1225
5,"Indonesia",27,729
7,"Indonesia",31,961
7,"Indonesia",36,1296
7,"Indonesia",59,3481
6,"Indonesia",25,625
7,"Indonesia",42,1764
7,"Indonesia",61,3721
7,"Indonesia",35,1225
4,"Indonesia",27,729
6,"Indonesia",42,1764
6,"Indonesia",62,3844
6,"Indonesia",27,729
7,"Indonesia",54,2916
8,"Indonesia",35,1225
6,"Indonesia",60,3600
7,"Indonesia",29,841
7,"Indonesia",26,676
5,"Indonesia",49,2401
4,"Indonesia",52,2704
5,"Indonesia",25,625
5,"Indonesia",42,1764
6,"Indonesia",28,784
8,"Indonesia",32,1024
5,"Indonesia",45,2025
5,"Indonesia",24,576
9,"Indonesia",40,1600
8,"Indonesia",41,1681
6,"Indonesia",60,3600
7,"Indonesia",29,841
6,"Indonesia",30,900
6,"Indonesia",36,1296
5,"Indonesia",43,1849
5,"Indonesia",26,676
4,"Indonesia",30,900
6,"Indonesia",37,1369
6,"Indonesia",50,2500
7,"Indonesia",44,1936
8,"Indonesia",26,676
7,"Indonesia",30,900
6,"Indonesia",42,1764
6,"Indonesia",43,1849
5,"Indonesia",28,784
6,"Indonesia",44,1936
6,"Indonesia",30,900
5,"Indonesia",30,900
7,"Indonesia",46,2116
6,"Indonesia",30,900
5,"Indonesia",23,529
7,"Indonesia",56,3136
7,"Indonesia",61,3721
5,"Indonesia",58,3364
5,"Indonesia",34,1156
4,"Indonesia",45,2025
7,"Indonesia",63,3969
6,"Indonesia",28,784
8,"Indonesia",24,576
4,"Indonesia",57,3249
7,"Indonesia",21,441
7,"Indonesia",32,1024
7,"Indonesia",21,441
6,"Indonesia",30,900
5,"Indonesia",28,784
9,"Indonesia",41,1681
5,"Indonesia",50,2500
3,"Indonesia",30,900
6,"Indonesia",28,784
6,"Indonesia",23,529
3,"Indonesia",34,1156
6,"Indonesia",40,1600
6,"Indonesia",42,1764
7,"Indonesia",45,2025
6,"Indonesia",46,2116
6,"Indonesia",47,2209
6,"Indonesia",35,1225
6,"Indonesia",33,1089
6,"Indonesia",46,2116
6,"Indonesia",58,3364
6,"Indonesia",45,2025
7,"Indonesia",22,484
6,"Indonesia",65,4225
5,"Indonesia",50,2500
5,"Indonesia",41,1681
5,"Indonesia",48,2304
6,"Indonesia",28,784
4,"Indonesia",26,676
5,"Indonesia",37,1369
5,"Indonesia",35,1225
6,"Indonesia",40,1600
5,"Indonesia",33,1089
6,"Indonesia",23,529
7,"Indonesia",21,441
7,"Indonesia",30,900
6,"Indonesia",29,841
4,"Indonesia",61,3721
4,"Indonesia",32,1024
7,"Indonesia",38,1444
4,"Indonesia",43,1849
5,"Indonesia",42,1764
6,"Indonesia",62,3844
6,"Indonesia",58,3364
6,"Indonesia",25,625
6,"Indonesia",25,625
8,"Indonesia",57,3249
9,"Indonesia",21,441
3,"Indonesia",30,900
7,"Indonesia",45,2025
6,"Indonesia",44,1936
7,"Indonesia",21,441
6,"Indonesia",60,3600
6,"Indonesia",45,2025
4,"Indonesia",61,3721
5,"Indonesia",26,676
7,"Indonesia",37,1369
5,"Indonesia",33,1089
7,"Indonesia",22,484
7,"Indonesia",46,2116
6,"Indonesia",39,1521
3,"Indonesia",50,2500
3,"Indonesia",32,1024
8,"Indonesia",23,529
3,"Indonesia",23,529
6,"Indonesia",28,784
3,"Indonesia",46,2116
4,"Indonesia",42,1764
7,"Indonesia",26,676
5,"Indonesia",33,1089
8,"Indonesia",64,4096
9,"Indonesia",53,2809
5,"Indonesia",57,3249
6,"Indonesia",22,484
7,"Indonesia",45,2025
5,"Indonesia",27,729
4,"Indonesia",21,441
5,"Indonesia",61,3721
5,"Indonesia",56,3136
6,"Indonesia",42,1764
5,"Indonesia",34,1156
7,"Indonesia",39,1521
4,"Indonesia",34,1156
6,"Indonesia",29,841
5,"Indonesia",28,784
5,"Indonesia",62,3844
7,"Indonesia",33,1089
4,"Indonesia",33,1089
3,"Indonesia",63,3969
6,"Indonesia",37,1369
4,"Indonesia",23,529
5,"Indonesia",30,900
5,"Indonesia",22,484
3,"Indonesia",34,1156
8,"Indonesia",34,1156
6,"Indonesia",43,1849
7,"Indonesia",30,900
4,"Indonesia",23,529
4,"Indonesia",29,841
4,"Indonesia",57,3249
6,"Indonesia",53,2809
4,"Indonesia",40,1600
5,"Indonesia",39,1521
6,"Indonesia",47,2209
4,"Indonesia",30,900
5,"Indonesia",28,784
8,"Indonesia",26,676
3,"Indonesia",27,729
5,"Indonesia",25,625
5,"Indonesia",25,625
3,"Indonesia",29,841
6,"Indonesia",46,2116
4,"Indonesia",39,1521
7,"Indonesia",24,576
6,"Indonesia",37,1369
5,"Indonesia",27,729
5,"Indonesia",28,784
5,"Indonesia",47,2209
6,"Indonesia",28,784
4,"Indonesia",22,484
8,"Indonesia",24,576
6,"Indonesia",22,484
4,"Indonesia",28,784
6,"Indonesia",38,1444
8,"Indonesia",34,1156
3,"Indonesia",62,3844
7,"Indonesia",47,2209
7,"Indonesia",51,2601
6,"Indonesia",49,2401
4,"Indonesia",33,1089
4,"Indonesia",29,841
7,"Indonesia",39,1521
8,"Indonesia",41,1681
6,"Indonesia",40,1600
7,"Indonesia",34,1156
7,"Indonesia",39,1521
5,"Indonesia",44,1936
5,"Indonesia",40,1600
7,"Indonesia",50,2500
6,"Indonesia",62,3844
6,"Indonesia",37,1369
6,"Indonesia",35,1225
6,"Indonesia",34,1156
5,"Indonesia",57,3249
4,"Indonesia",30,900
5,"Indonesia",26,676
8,"Indonesia",21,441
5,"Indonesia",27,729
7,"Indonesia",39,1521
5,"Indonesia",21,441
5,"Indonesia",62,3844
4,"Indonesia",27,729
5,"Indonesia",29,841
5,"Indonesia",24,576
8,"Indonesia",26,676
5,"Indonesia",27,729
7,"Indonesia",60,3600
5,"Indonesia",39,1521
3,"Indonesia",37,1369
6,"Indonesia",33,1089
8,"Indonesia",31,961
7,"Indonesia",46,2116
5,"Indonesia",21,441
6,"Indonesia",35,1225
5,"Indonesia",34,1156
5,"Indonesia",38,1444
5,"Indonesia",21,441
6,"Indonesia",62,3844
6,"Indonesia",48,2304
6,"Indonesia",47,2209
4,"Indonesia",42,1764
5,"Indonesia",22,484
6,"Indonesia",44,1936
3,"Indonesia",26,676
5,"Indonesia",23,529
5,"Indonesia",28,784
5,"Indonesia",36,1296
7,"Indonesia",40,1600
6,"Indonesia",28,784
1,"Indonesia",29,841
1,"Indonesia",26,676
1,"Indonesia",32,1024
5,"Indonesia",27,729
3,"Indonesia",51,2601
5,"Indonesia",25,625
7,"Indonesia",22,484
7,"Indonesia",31,961
5,"Indonesia",60,3600
5,"Indonesia",60,3600
5,"Indonesia",28,784
6,"Indonesia",47,2209
5,"Indonesia",42,1764
10,"Indonesia",35,1225
5,"Indonesia",35,1225
2,"Indonesia",53,2809
5,"Indonesia",29,841
5,"Indonesia",31,961
7,"Indonesia",32,1024
6,"Indonesia",65,4225
4,"Indonesia",45,2025
7,"Indonesia",29,841
5,"Indonesia",58,3364
7,"Indonesia",42,1764
3,"Indonesia",28,784
4,"Indonesia",32,1024
4,"Indonesia",23,529
3,"Indonesia",25,625
6,"Indonesia",45,2025
6,"Indonesia",34,1156
6,"Indonesia",28,784
7,"Indonesia",58,3364
4,"Indonesia",35,1225
6,"Indonesia",41,1681
7,"Indonesia",45,2025
8,"Indonesia",58,3364
7,"Indonesia",26,676
6,"Indonesia",25,625
5,"Indonesia",30,900
4,"Indonesia",36,1296
3,"Indonesia",36,1296
6,"Indonesia",24,576
6,"Indonesia",45,2025
6,"Indonesia",39,1521
5,"Indonesia",42,1764
2,"Indonesia",40,1600
7,"Indonesia",29,841
4,"Indonesia",30,900
4,"Indonesia",44,1936
7,"Indonesia",35,1225
5,"Indonesia",29,841
6,"Indonesia",50,2500
8,"Indonesia",42,1764
6,"Indonesia",38,1444
6,"Indonesia",40,1600
4,"Indonesia",43,1849
3,"Indonesia",26,676
5,"Indonesia",30,900
6,"Indonesia",42,1764
7,"Indonesia",37,1369
4,"Indonesia",29,841
6,"Indonesia",21,441
7,"Indonesia",29,841
7,"Indonesia",50,2500
3,"Indonesia",60,3600
7,"Indonesia",23,529
6,"Indonesia",60,3600
6,"Indonesia",42,1764
5,"Indonesia",38,1444
6,"Indonesia",27,729
4,"Indonesia",43,1849
6,"Indonesia",47,2209
4,"Indonesia",45,2025
2,"Indonesia",27,729
9,"Indonesia",52,2704
7,"Indonesia",29,841
7,"Indonesia",51,2601
3,"Indonesia",24,576
8,"Indonesia",51,2601
8,"Indonesia",56,3136
5,"Indonesia",45,2025
6,"Indonesia",45,2025
3,"Indonesia",40,1600
5,"Indonesia",32,1024
4,"Indonesia",36,1296
4,"Indonesia",50,2500
4,"Indonesia",35,1225
3,"Indonesia",32,1024
9,"Indonesia",52,2704
7,"Indonesia",22,484
6,"Indonesia",37,1369
5,"Indonesia",35,1225
7,"Indonesia",30,900
6,"Indonesia",23,529
6,"Indonesia",42,1764
7,"Indonesia",63,3969
4,"Indonesia",40,1600
2,"Indonesia",22,484
9,"Indonesia",43,1849
6,"Indonesia",48,2304
4,"Indonesia",43,1849
5,"Indonesia",42,1764
6,"Indonesia",40,1600
5,"Indonesia",36,1296
3,"Indonesia",54,2916
4,"Indonesia",37,1369
5,"Indonesia",26,676
5,"Indonesia",37,1369
5,"Indonesia",43,1849
6,"Indonesia",23,529
7,"Indonesia",40,1600
7,"Indonesia",30,900
2,"Jordan",22,484
1,"Jordan",23,529
6,"Jordan",32,1024
5,"Jordan",44,1936
5,"Jordan",26,676
7,"Jordan",40,1600
7,"Jordan",33,1089
5,"Jordan",34,1156
5,"Jordan",23,529
5,"Jordan",33,1089
6,"Jordan",44,1936
7,"Jordan",40,1600
6,"Jordan",44,1936
7,"Jordan",34,1156
5,"Jordan",23,529
6,"Jordan",24,576
5,"Jordan",34,1156
6,"Jordan",24,576
7,"Jordan",33,1089
6,"Jordan",23,529
8,"Jordan",23,529
7,"Jordan",34,1156
6,"Jordan",24,576
5,"Jordan",40,1600
9,"Jordan",58,3364
10,"Jordan",23,529
5,"Jordan",50,2500
6,"Jordan",59,3481
8,"Jordan",45,2025
1,"Jordan",44,1936
8,"Jordan",24,576
7,"Jordan",24,576
3,"Jordan",45,2025
7,"Jordan",32,1024
6,"Jordan",33,1089
2,"Jordan",43,1849
2,"Jordan",33,1089
8,"Jordan",24,576
3,"Jordan",33,1089
7,"Jordan",34,1156
7,"Jordan",48,2304
2,"Jordan",24,576
1,"Jordan",45,2025
7,"Jordan",32,1024
4,"Jordan",56,3136
7,"Jordan",42,1764
6,"Jordan",30,900
5,"Jordan",23,529
3,"Jordan",33,1089
6,"Jordan",23,529
4,"Jordan",44,1936
6,"Jordan",44,1936
1,"Jordan",53,2809
6,"Jordan",34,1156
7,"Jordan",24,576
4,"Jordan",59,3481
10,"Jordan",56,3136
8,"Jordan",30,900
8,"Jordan",34,1156
5,"Jordan",44,1936
4,"Jordan",60,3600
3,"Jordan",53,2809
4,"Jordan",50,2500
8,"Jordan",23,529
8,"Jordan",47,2209
3,"Jordan",54,2916
3,"Jordan",40,1600
1,"Jordan",44,1936
1,"Jordan",34,1156
6,"Jordan",40,1600
1,"Jordan",22,484
6,"Jordan",22,484
1,"Jordan",33,1089
6,"Jordan",34,1156
8,"Jordan",32,1024
8,"Jordan",24,576
1,"Jordan",40,1600
3,"Jordan",53,2809
3,"Jordan",45,2025
4,"Jordan",50,2500
3,"Jordan",54,2916
5,"Jordan",55,3025
5,"Jordan",56,3136
3,"Jordan",55,3025
3,"Jordan",60,3600
4,"Jordan",59,3481
4,"Jordan",62,3844
3,"Jordan",46,2116
3,"Jordan",56,3136
3,"Jordan",59,3481
6,"Jordan",58,3364
5,"Jordan",45,2025
5,"Jordan",33,1089
4,"Jordan",44,1936
6,"Jordan",35,1225
3,"Jordan",44,1936
4,"Jordan",22,484
7,"Jordan",34,1156
2,"Jordan",46,2116
6,"Jordan",32,1024
4,"Jordan",56,3136
4,"Jordan",24,576
3,"Jordan",24,576
8,"Jordan",33,1089
4,"Jordan",23,529
5,"Jordan",23,529
7,"Jordan",49,2401
4,"Jordan",60,3600
6,"Jordan",45,2025
2,"Jordan",22,484
5,"Jordan",39,1521
2,"Jordan",24,576
4,"Jordan",44,1936
6,"Jordan",44,1936
4,"Jordan",34,1156
6,"Jordan",24,576
4,"Jordan",30,900
4,"Jordan",47,2209
3,"Jordan",50,2500
5,"Jordan",58,3364
6,"Jordan",44,1936
4,"Jordan",42,1764
8,"Jordan",34,1156
8,"Jordan",29,841
8,"Jordan",28,784
8,"Jordan",30,900
4,"Jordan",30,900
5,"Jordan",29,841
6,"Jordan",40,1600
8,"Jordan",24,576
5,"Jordan",34,1156
8,"Jordan",24,576
8,"Jordan",45,2025
4,"Jordan",55,3025
6,"Jordan",24,576
4,"Jordan",24,576
6,"Jordan",24,576
7,"Jordan",34,1156
7,"Jordan",23,529
6,"Jordan",57,3249
7,"Jordan",49,2401
5,"Jordan",58,3364
8,"Jordan",30,900
7,"Jordan",54,2916
8,"Jordan",32,1024
7,"Jordan",24,576
4,"Jordan",32,1024
7,"Jordan",37,1369
7,"Jordan",40,1600
7,"Jordan",50,2500
7,"Jordan",23,529
3,"Jordan",22,484
4,"Jordan",60,3600
6,"Jordan",30,900
1,"Jordan",44,1936
4,"Jordan",50,2500
1,"Jordan",55,3025
6,"Jordan",23,529
3,"Jordan",60,3600
7,"Jordan",23,529
9,"Jordan",24,576
8,"Jordan",30,900
5,"Jordan",29,841
3,"Jordan",54,2916
6,"Jordan",37,1369
4,"Jordan",43,1849
4,"Jordan",21,441
4,"Jordan",40,1600
1,"Jordan",52,2704
2,"Jordan",33,1089
4,"Jordan",49,2401
3,"Jordan",40,1600
3,"Jordan",37,1369
6,"Jordan",29,841
7,"Jordan",33,1089
8,"Jordan",24,576
8,"Jordan",31,961
7,"Jordan",50,2500
3,"Jordan",62,3844
3,"Jordan",23,529
6,"Jordan",57,3249
2,"Jordan",46,2116
8,"Jordan",23,529
3,"Jordan",44,1936
8,"Jordan",39,1521
7,"Jordan",22,484
4,"Jordan",41,1681
5,"Jordan",22,484
8,"Jordan",34,1156
9,"Jordan",44,1936
7,"Jordan",40,1600
9,"Jordan",34,1156
4,"Jordan",57,3249
8,"Jordan",24,576
8,"Jordan",22,484
3,"Jordan",44,1936
6,"Jordan",24,576
7,"Jordan",23,529
3,"Jordan",22,484
5,"Jordan",28,784
0,"Jordan",50,2500
10,"Jordan",52,2704
10,"Jordan",56,3136
10,"Jordan",21,441
9,"Jordan",50,2500
2,"Jordan",47,2209
4,"Jordan",56,3136
4,"Jordan",44,1936
5,"Jordan",43,1849
5,"Jordan",30,900
4,"Jordan",33,1089
4,"Jordan",31,961
4,"Jordan",34,1156
4,"Jordan",34,1156
4,"Jordan",33,1089
6,"Jordan",33,1089
4,"Jordan",31,961
3,"Jordan",30,900
3,"Jordan",33,1089
4,"Jordan",37,1369
3,"Jordan",31,961
4,"Jordan",35,1225
4,"Jordan",33,1089
4,"Jordan",33,1089
3,"Jordan",25,625
4,"Jordan",29,841
3,"Jordan",27,729
3,"Jordan",28,784
4,"Jordan",26,676
4,"Jordan",22,484
5,"Jordan",22,484
5,"Jordan",41,1681
4,"Jordan",44,1936
4,"Jordan",44,1936
4,"Jordan",33,1089
4,"Jordan",32,1024
3,"Jordan",30,900
4,"Jordan",26,676
4,"Jordan",27,729
4,"Jordan",32,1024
3,"Jordan",30,900
5,"Jordan",21,441
5,"Jordan",24,576
5,"Jordan",24,576
5,"Jordan",26,676
4,"Jordan",27,729
4,"Jordan",22,484
5,"Jordan",23,529
5,"Jordan",33,1089
4,"Jordan",55,3025
6,"Jordan",44,1936
9,"Jordan",40,1600
7,"Jordan",29,841
7,"Jordan",60,3600
1,"Jordan",30,900
6,"Jordan",21,441
5,"Jordan",33,1089
3,"Jordan",58,3364
8,"Jordan",59,3481
3,"Jordan",32,1024
7,"Jordan",34,1156
3,"Jordan",24,576
5,"Jordan",54,2916
3,"Jordan",59,3481
5,"Jordan",32,1024
5,"Jordan",34,1156
5,"Jordan",22,484
2,"Jordan",55,3025
8,"Jordan",23,529
7,"Jordan",32,1024
4,"Jordan",54,2916
7,"Jordan",24,576
4,"Jordan",59,3481
3,"Jordan",57,3249
5,"Jordan",27,729
5,"Jordan",32,1024
6,"Jordan",30,900
6,"Jordan",26,676
4,"Jordan",29,841
5,"Jordan",30,900
5,"Jordan",30,900
6,"Jordan",29,841
6,"Jordan",34,1156
7,"Jordan",33,1089
7,"Jordan",32,1024
6,"Jordan",34,1156
7,"Jordan",34,1156
7,"Jordan",32,1024
7,"Jordan",30,900
9,"Jordan",34,1156
7,"Jordan",34,1156
4,"Jordan",56,3136
6,"Jordan",46,2116
1,"Jordan",55,3025
5,"Jordan",45,2025
6,"Jordan",51,2601
6,"Jordan",50,2500
8,"Jordan",34,1156
2,"Jordan",57,3249
5,"Jordan",45,2025
3,"Jordan",26,676
8,"Jordan",24,576
8,"Jordan",23,529
6,"Jordan",23,529
10,"Jordan",39,1521
7,"Jordan",38,1444
1,"Jordan",40,1600
4,"Jordan",29,841
1,"Jordan",30,900
10,"Jordan",24,576
5,"Jordan",33,1089
5,"Jordan",24,576
8,"Jordan",55,3025
5,"Jordan",34,1156
6,"Jordan",46,2116
7,"Jordan",33,1089
6,"Jordan",36,1296
2,"Jordan",23,529
9,"Jordan",21,441
9,"Jordan",24,576
7,"Jordan",26,676
8,"Jordan",25,625
4,"Jordan",24,576
5,"Jordan",46,2116
4,"Jordan",36,1296
6,"Jordan",30,900
7,"Jordan",26,676
7,"Jordan",24,576
5,"Jordan",23,529
2,"Jordan",24,576
2,"Jordan",22,484
1,"Jordan",24,576
1,"Jordan",29,841
2,"Jordan",53,2809
4,"Jordan",34,1156
3,"Jordan",24,576
1,"Jordan",54,2916
2,"Jordan",34,1156
3,"Jordan",44,1936
2,"Jordan",34,1156
6,"Jordan",24,576
4,"Jordan",40,1600
5,"Jordan",42,1764
2,"Jordan",30,900
4,"Jordan",55,3025
6,"Jordan",34,1156
6,"Jordan",22,484
6,"Jordan",23,529
6,"Jordan",30,900
7,"Jordan",56,3136
5,"Jordan",57,3249
4,"Jordan",39,1521
5,"Jordan",42,1764
5,"Jordan",24,576
4,"Jordan",33,1089
5,"Jordan",50,2500
8,"Jordan",58,3364
5,"Jordan",60,3600
5,"Jordan",30,900
9,"Jordan",47,2209
3,"Jordan",23,529
2,"Jordan",24,576
2,"Jordan",35,1225
5,"Jordan",23,529
4,"Jordan",58,3364
5,"Jordan",24,576
4,"Jordan",23,529
5,"Jordan",23,529
7,"Jordan",24,576
5,"Jordan",24,576
7,"Jordan",24,576
8,"Jordan",24,576
7,"Jordan",24,576
8,"Jordan",23,529
9,"Jordan",24,576
8,"Jordan",23,529
10,"Jordan",23,529
10,"Jordan",24,576
10,"Jordan",24,576
9,"Jordan",24,576
6,"Jordan",33,1089
2,"Jordan",32,1024
9,"Jordan",33,1089
7,"Jordan",34,1156
9,"Jordan",36,1296
8,"Jordan",34,1156
9,"Jordan",23,529
5,"Jordan",34,1156
6,"Jordan",29,841
5,"Jordan",29,841
10,"Jordan",32,1024
0,"Jordan",30,900
0,"Jordan",40,1600
9,"Jordan",42,1764
9,"Jordan",35,1225
6,"Jordan",38,1444
9,"Jordan",49,2401
3,"Jordan",21,441
8,"Jordan",22,484
6,"Jordan",51,2601
0,"Jordan",50,2500
0,"Jordan",49,2401
0,"Jordan",58,3364
10,"Jordan",57,3249
0,"Jordan",59,3481
1,"Jordan",56,3136
3,"Jordan",23,529
9,"Jordan",24,576
9,"Jordan",22,484
5,"Jordan",25,625
9,"Jordan",33,1089
5,"Jordan",30,900
9,"Jordan",31,961
3,"Jordan",28,784
7,"Jordan",30,900
6,"Jordan",23,529
3,"Jordan",24,576
10,"Jordan",46,2116
3,"Jordan",23,529
1,"Jordan",24,576
3,"Jordan",38,1444
8,"Jordan",36,1296
4,"Jordan",29,841
6,"Jordan",34,1156
1,"Jordan",34,1156
5,"Jordan",33,1089
3,"Jordan",34,1156
5,"Jordan",32,1024
1,"Jordan",44,1936
6,"Jordan",23,529
9,"Jordan",29,841
9,"Jordan",30,900
3,"Jordan",55,3025
10,"Jordan",24,576
1,"Jordan",53,2809
4,"Jordan",44,1936
2,"Jordan",50,2500
7,"Jordan",22,484
4,"Jordan",40,1600
5,"Jordan",53,2809
9,"Jordan",56,3136
3,"Jordan",55,3025
5,"Jordan",40,1600
8,"Jordan",24,576
5,"Jordan",50,2500
6,"Jordan",60,3600
8,"Jordan",54,2916
5,"Jordan",22,484
7,"Jordan",34,1156
5,"Jordan",24,576
6,"Jordan",21,441
5,"Jordan",21,441
8,"Jordan",22,484
5,"Jordan",22,484
8,"Jordan",22,484
7,"Jordan",45,2025
5,"Jordan",22,484
9,"Jordan",44,1936
7,"Jordan",42,1764
8,"Jordan",40,1600
4,"Jordan",58,3364
2,"Jordan",58,3364
5,"Jordan",45,2025
2,"Jordan",50,2500
4,"Jordan",24,576
1,"Jordan",44,1936
2,"Jordan",32,1024
4,"Jordan",50,2500
6,"Jordan",34,1156
3,"Jordan",21,441
0,"Jordan",25,625
3,"Jordan",23,529
1,"Jordan",26,676
7,"Jordan",30,900
7,"Jordan",55,3025
5,"Jordan",50,2500
6,"Jordan",45,2025
5,"Jordan",40,1600
9,"Jordan",36,1296
9,"Jordan",33,1089
8,"Jordan",30,900
5,"Jordan",26,676
6,"Jordan",24,576
6,"Jordan",23,529
7,"Jordan",29,841
8,"Jordan",26,676
10,"Jordan",23,529
9,"Jordan",49,2401
7,"Jordan",54,2916
7,"Jordan",66,4356
7,"Jordan",59,3481
4,"Jordan",55,3025
7,"Jordan",38,1444
5,"Jordan",40,1600
9,"Jordan",37,1369
10,"Jordan",34,1156
8,"Jordan",25,625
0,"Jordan",33,1089
5,"Jordan",56,3136
10,"Jordan",55,3025
2,"Jordan",46,2116
1,"Jordan",40,1600
10,"Jordan",30,900
8,"Jordan",39,1521
9,"Jordan",43,1849
3,"Jordan",40,1600
2,"Jordan",51,2601
8,"Jordan",50,2500
6,"Jordan",38,1444
6,"Jordan",34,1156
5,"Jordan",40,1600
5,"Jordan",58,3364
6,"Jordan",50,2500
7,"Jordan",29,841
6,"Jordan",50,2500
4,"Jordan",30,900
5,"Jordan",44,1936
8,"Jordan",54,2916
7,"Jordan",40,1600
7,"Jordan",28,784
8,"Jordan",30,900
6,"Jordan",43,1849
4,"Jordan",30,900
4,"Jordan",50,2500
6,"Jordan",56,3136
7,"Jordan",24,576
6,"Jordan",50,2500
6,"Jordan",33,1089
6,"Jordan",24,576
6,"Jordan",30,900
6,"Jordan",44,1936
6,"Jordan",34,1156
6,"Jordan",23,529
8,"Jordan",41,1681
3,"Jordan",23,529
4,"Jordan",21,441
4,"Jordan",22,484
3,"Jordan",24,576
5,"Jordan",22,484
3,"Jordan",21,441
4,"Jordan",22,484
5,"Jordan",25,625
6,"Jordan",30,900
4,"Jordan",23,529
4,"Jordan",24,576
5,"Jordan",22,484
4,"Jordan",49,2401
10,"Jordan",43,1849
6,"Jordan",23,529
4,"Jordan",24,576
5,"Jordan",23,529
5,"Jordan",22,484
3,"Jordan",24,576
5,"Jordan",33,1089
4,"Jordan",34,1156
7,"Jordan",45,2025
7,"Jordan",35,1225
7,"Jordan",52,2704
3,"Jordan",44,1936
1,"Jordan",57,3249
10,"Jordan",59,3481
10,"Jordan",60,3600
10,"Jordan",44,1936
1,"Jordan",60,3600
2,"Jordan",42,1764
2,"Jordan",41,1681
2,"Jordan",62,3844
2,"Jordan",61,3721
3,"Jordan",50,2500
10,"Jordan",46,2116
10,"Jordan",55,3025
6,"Jordan",37,1369
2,"Jordan",51,2601
10,"Jordan",51,2601
8,"Jordan",47,2209
8,"Jordan",40,1600
10,"Jordan",59,3481
8,"Jordan",50,2500
10,"Jordan",53,2809
3,"Jordan",40,1600
6,"Jordan",59,3481
4,"Jordan",33,1089
10,"Jordan",32,1024
8,"Jordan",26,676
8,"Jordan",30,900
2,"Jordan",27,729
2,"Jordan",26,676
7,"Jordan",48,2304
3,"Jordan",40,1600
10,"Jordan",57,3249
2,"Jordan",35,1225
7,"Jordan",36,1296
4,"Jordan",40,1600
10,"Jordan",44,1936
2,"Jordan",44,1936
2,"Jordan",46,2116
10,"Jordan",60,3600
6,"Jordan",40,1600
2,"Jordan",50,2500
2,"Jordan",56,3136
10,"Jordan",57,3249
8,"Jordan",41,1681
10,"Jordan",43,1849
2,"Jordan",52,2704
10,"Jordan",66,4356
6,"Jordan",36,1296
8,"Jordan",47,2209
2,"Jordan",50,2500
2,"Jordan",49,2401
10,"Jordan",40,1600
6,"Jordan",50,2500
4,"Jordan",53,2809
7,"Jordan",49,2401
10,"Jordan",30,900
10,"Jordan",52,2704
10,"Jordan",48,2304
2,"Jordan",45,2025
10,"Jordan",37,1369
2,"Jordan",41,1681
10,"Jordan",57,3249
10,"Jordan",61,3721
8,"Jordan",57,3249
10,"Jordan",53,2809
4,"Jordan",49,2401
9,"Jordan",40,1600
10,"Jordan",24,576
10,"Jordan",28,784
10,"Jordan",45,2025
2,"Jordan",25,625
10,"Jordan",58,3364
10,"Jordan",50,2500
4,"Jordan",55,3025
10,"Jordan",32,1024
6,"Jordan",43,1849
2,"Jordan",28,784
10,"Jordan",35,1225
2,"Jordan",38,1444
7,"Jordan",41,1681
2,"Jordan",26,676
8,"Jordan",22,484
8,"Jordan",21,441
2,"Jordan",55,3025
2,"Jordan",60,3600
2,"Jordan",59,3481
6,"Jordan",53,2809
3,"Jordan",21,441
4,"Jordan",40,1600
5,"Jordan",21,441
4,"Jordan",23,529
5,"Jordan",24,576
4,"Jordan",31,961
7,"Jordan",29,841
4,"Jordan",40,1600
5,"Jordan",42,1764
5,"Jordan",44,1936
7,"Jordan",40,1600
6,"Jordan",49,2401
3,"Jordan",49,2401
3,"Jordan",54,2916
3,"Jordan",33,1089
3,"Jordan",49,2401
5,"Jordan",36,1296
4,"Jordan",40,1600
3,"Jordan",46,2116
4,"Jordan",37,1369
4,"Jordan",57,3249
4,"Jordan",36,1296
5,"Jordan",50,2500
5,"Jordan",44,1936
3,"Jordan",50,2500
5,"Jordan",43,1849
3,"Jordan",46,2116
3,"Jordan",44,1936
3,"Jordan",42,1764
4,"Jordan",44,1936
3,"Jordan",30,900
5,"Jordan",44,1936
4,"Jordan",54,2916
8,"Jordan",23,529
6,"Jordan",23,529
2,"Jordan",56,3136
2,"Jordan",56,3136
2,"Jordan",58,3364
9,"Jordan",22,484
6,"Jordan",27,729
6,"Jordan",29,841
3,"Jordan",27,729
3,"Jordan",34,1156
4,"Jordan",22,484
4,"Jordan",40,1600
4,"Jordan",40,1600
7,"Jordan",34,1156
6,"Jordan",22,484
5,"Jordan",34,1156
2,"Jordan",57,3249
4,"Jordan",50,2500
3,"Jordan",54,2916
5,"Jordan",28,784
5,"Jordan",58,3364
7,"Jordan",34,1156
6,"Jordan",24,576
7,"Jordan",31,961
7,"Jordan",24,576
4,"Jordan",42,1764
6,"Jordan",51,2601
6,"Jordan",30,900
6,"Jordan",31,961
7,"Jordan",24,576
